timestamp,bit_trend
2022-07-29,48
2022-07-30,39
2022-07-31,40
2022-08-01,44
2022-08-02,44
2022-08-03,44
2022-08-04,42
2022-08-05,40
2022-08-06,33
2022-08-07,33
2022-08-08,43
2022-08-09,41
2022-08-10,42
2022-08-11,43
2022-08-12,39
2022-08-13,34
2022-08-14,36
2022-08-15,39
2022-08-16,37
2022-08-17,38
2022-08-18,35
2022-08-19,46
2022-08-20,36
2022-08-21,36
2022-08-22,39
2022-08-23,36
2022-08-24,36
2022-08-25,34
2022-08-26,38
2022-08-27,40
2022-08-28,39
2022-08-29,45
2022-08-30,40
2022-08-31,38
2022-09-01,39
2022-09-02,38
2022-09-03,30
2022-09-04,29
2022-09-05,35
2022-09-06,44
2022-09-07,48
2022-09-08,37
2022-09-09,41
2022-09-10,32
2022-09-11,32
2022-09-12,37
2022-09-13,44
2022-09-14,43
2022-09-15,42
2022-09-16,39
2022-09-17,31
2022-09-18,32
2022-09-19,48
2022-09-20,47
2022-09-21,43
2022-09-22,43
2022-09-23,44
2022-09-24,32
2022-09-25,34
2022-09-26,43
2022-09-27,42
2022-09-28,40
2022-09-29,38
2022-09-30,34
2022-10-01,29
2022-10-02,31
2022-10-03,37
2022-10-04,36
2022-10-05,34
2022-10-06,32
2022-10-07,33
2022-10-08,25
2022-10-09,26
2022-10-10,34
2022-10-11,35
2022-10-12,34
2022-10-13,38
2022-10-14,34
2022-10-15,25
2022-10-16,25
2022-10-17,31
2022-10-18,31
2022-10-19,32
2022-10-20,30
2022-10-21,30
2022-10-22,24
2022-10-23,23
2022-10-24,29
2022-10-25,32
2022-10-26,34
2022-10-27,33
2022-10-28,29
2022-10-29,26
2022-10-30,25
2022-10-31,30
2022-11-01,27
2022-11-02,30
2022-11-03,29
2022-11-04,28
2022-11-05,30
2022-11-06,25
2022-11-07,32
2022-11-08,52
2022-11-09,88
2022-11-10,100
2022-11-11,84
2022-11-12,78
2022-11-13,68
2022-11-14,75
2022-11-15,65
2022-11-16,60
2022-11-17,62
2022-11-18,54
2022-11-19,44
2022-11-20,41
2022-11-21,59
2022-11-22,58
2022-11-23,50
2022-11-24,39
2022-11-25,39
2022-11-26,36
2022-11-27,34
2022-11-28,49
2022-11-29,41
2022-11-30,42
2022-12-01,43
2022-12-02,38
2022-12-03,33
2022-12-04,34
2022-12-05,39
2022-12-06,38
2022-12-07,37
2022-12-08,37
2022-12-09,36
2022-12-10,30
2022-12-11,30
2022-12-12,36
2022-12-13,44
2022-12-14,44
2022-12-15,40
2022-12-16,39
2022-12-17,34
2022-12-18,31
2022-12-19,36
2022-12-20,36
2022-12-21,34
2022-12-22,35
2022-12-23,33
2022-12-24,29
2022-12-25,27
2022-12-26,29
2022-12-27,34
2022-12-28,36
2022-12-29,33
2022-12-30,30
2022-12-31,28
2023-01-01,41
2023-01-02,50
2023-01-03,51
2023-01-04,53
2023-01-05,49
2023-01-06,48
2023-01-07,39
2023-01-08,38
2023-01-09,52
2023-01-10,52
2023-01-11,50
2023-01-12,65
2023-01-13,65
2023-01-14,85
2023-01-15,63
2023-01-16,74
2023-01-17,70
2023-01-18,70
2023-01-19,61
2023-01-20,64
2023-01-21,68
2023-01-22,61
2023-01-23,66
2023-01-24,64
2023-01-25,58
2023-01-26,58
2023-01-27,53
2023-01-28,45
2023-01-29,54
2023-01-30,53
2023-01-31,58
2023-02-01,57
2023-02-02,64
2023-02-03,56
2023-02-04,44
2023-02-05,44
2023-02-06,49
2023-02-07,36
2023-02-08,34
2023-02-09,42
2023-02-10,41
2023-02-11,34
2023-02-12,33
2023-02-13,36
2023-02-14,34
2023-02-15,45
2023-02-16,57
2023-02-17,47
2023-02-18,36
2023-02-19,36
2023-02-20,41
2023-02-21,44
2023-02-22,40
2023-02-23,37
2023-02-24,35
2023-02-25,32
2023-02-26,32
2023-02-27,35
2023-02-28,24
2023-03-01,46
2023-03-02,44
2023-03-03,54
2023-03-04,39
2023-03-05,37
2023-03-06,45
2023-03-07,43
2023-03-08,45
2023-03-09,56
2023-03-10,75
2023-03-11,64
2023-03-12,63
2023-03-13,96
2023-03-14,100
2023-03-15,76
2023-03-16,66
2023-03-17,80
2023-03-18,76
2023-03-19,88
2023-03-20,99
2023-03-21,91
2023-03-22,92
2023-03-23,84
2023-03-24,74
2023-03-25,57
2023-03-26,58
2023-03-27,67
2023-03-28,63
2023-03-29,68
2023-03-30,69
2023-03-31,62
2023-04-01,58
2023-04-02,57
2023-04-03,62
2023-04-04,60
2023-04-05,64
2023-04-06,62
2023-04-07,53
2023-04-08,50
2023-04-09,47
2023-04-10,69
2023-04-11,96
2023-04-12,84
2023-04-13,75
2023-04-14,78
2023-04-15,62
2023-04-16,57
2023-04-17,68
2023-04-18,63
2023-04-19,62
2023-04-20,61
2023-04-21,59
2023-04-22,50
2023-04-23,51
2023-04-24,59
2023-04-25,56
2023-04-26,65
2023-04-27,62
2023-04-28,54
2023-04-29,43
2023-04-30,48
2023-05-01,58
2023-05-02,57
2023-05-03,55
2023-05-04,56
2023-05-05,51
2023-05-06,48
2023-05-07,45
2023-05-08,61
2023-05-09,52
2023-05-10,54
2023-05-11,53
2023-05-12,55
2023-05-13,43
2023-05-14,41
2023-05-15,50
2023-05-16,52
2023-05-17,51
2023-05-18,52
2023-05-19,48
2023-05-20,43
2023-05-21,40
2023-05-22,49
2023-05-23,50
2023-05-24,48
2023-05-25,47
2023-05-26,42
2023-05-27,36
2023-05-28,39
2023-05-29,47
2023-05-30,49
2023-05-31,46
2023-06-01,45
2023-06-02,41
2023-06-03,37
2023-06-04,35
2023-06-05,57
2023-06-06,64
2023-06-07,56
2023-06-08,57
2023-06-09,45
2023-06-10,52
2023-06-11,45
2023-06-12,49
2023-06-13,45
2023-06-14,45
2023-06-15,54
2023-06-16,50
2023-06-17,39
2023-06-18,39
2023-06-19,45
2023-06-20,58
2023-06-21,84
2023-06-22,71
2023-06-23,70
2023-06-24,58
2023-06-25,52
2023-06-26,57
2023-06-27,61
2023-06-28,53
2023-06-29,57
2023-06-30,61
2023-07-01,34
2023-07-02,33
2023-07-03,43
2023-07-04,39
2023-07-05,39
2023-07-06,43
2023-07-07,39
2023-07-08,31
2023-07-09,31
2023-07-10,41
2023-07-11,41
2023-07-12,39
2023-07-13,51
2023-07-14,50
2023-07-15,35
2023-07-16,33
2023-07-17,40
2023-07-18,38
2023-07-19,39
2023-07-20,37
2023-07-21,34
2023-07-22,29
2023-07-23,31
2023-07-24,37
2023-07-25,38
2023-07-26,36
2023-07-27,34
2023-07-28,33
2023-07-29,32
2023-07-30,28
2023-07-31,31
2023-08-01,34
2023-08-02,36
2023-08-03,34
2023-08-04,35
2023-08-05,28
2023-08-06,29
2023-08-07,32
2023-08-08,35
2023-08-09,36
2023-08-10,30
2023-08-11,28
2023-08-12,28
2023-08-13,27
2023-08-14,29
2023-08-15,32
2023-08-16,29
2023-08-17,45
2023-08-18,62
2023-08-19,40
2023-08-20,35
2023-08-21,40
2023-08-22,41
2023-08-23,40
2023-08-24,36
2023-08-25,34
2023-08-26,28
2023-08-27,29
2023-08-28,32
2023-08-29,47
2023-08-30,40
2023-08-31,36
2023-09-01,34
2023-09-02,30
2023-09-03,31
2023-09-04,28
2023-09-05,31
2023-09-06,30
2023-09-07,32
2023-09-08,33
2023-09-09,27
2023-09-10,25
2023-09-11,33
2023-09-12,35
2023-09-13,31
2023-09-14,29
2023-09-15,27
2023-09-16,25
2023-09-17,24
2023-09-18,30
2023-09-19,30
2023-09-20,30
2023-09-21,28
2023-09-22,29
2023-09-23,22
2023-09-24,22
2023-09-25,27
2023-09-26,26
2023-09-27,28
2023-09-28,28
2023-09-29,27
2023-09-30,26
2023-10-01,26
2023-10-02,38
2023-10-03,31
2023-10-04,32
2023-10-05,29
2023-10-06,27
2023-10-07,30
2023-10-08,25
2023-10-09,27
2023-10-10,29
2023-10-11,29
2023-10-12,29
2023-10-13,28
2023-10-14,26
2023-10-15,26
2023-10-16,43
2023-10-17,38
2023-10-18,33
2023-10-19,31
2023-10-20,43
2023-10-21,35
2023-10-22,33
2023-10-23,62
2023-10-24,100
2023-10-25,69
2023-10-26,56
2023-10-27,46
2023-10-28,39
2023-10-29,38
2023-10-30,46
2023-10-31,45
2023-11-01,46
2023-11-02,51
2023-11-03,46
2023-11-04,38
2023-11-05,38
2023-11-06,44
2023-11-07,45
2023-11-08,43
2023-11-09,65
2023-11-10,58
2023-11-11,44
2023-11-12,40
2023-11-13,44
2023-11-14,46
2023-11-15,52
2023-11-16,50
2023-11-17,44
2023-11-18,34
2023-11-19,34
2023-11-20,46
2023-11-21,46
2023-11-22,49
2023-11-23,39
2023-11-24,44
2023-11-25,38
2023-11-26,38
2023-11-27,40
2023-11-28,44
2023-11-29,44
2023-11-30,42
2023-12-01,45
2023-12-02,46
2023-12-03,49
2023-12-04,91
2023-12-05,90
2023-12-06,87
2023-12-07,67
2023-12-08,63
2023-12-09,57
2023-12-10,49
2023-12-11,69
2023-12-12,55
2023-12-13,56
2023-12-14,58
2023-12-15,50
2023-12-16,43
2023-12-17,42
2023-12-18,48
2023-12-19,50
2023-12-20,58
2023-12-21,56
2023-12-22,56
2023-12-23,47
2023-12-24,42
2023-12-25,43
2023-12-26,54
2023-12-27,54
2023-12-28,53
2023-12-29,50
2023-12-30,41
2023-12-31,37
2024-01-01,22
2024-01-02,38
2024-01-03,38
2024-01-04,32
2024-01-05,31
2024-01-06,25
2024-01-07,23
2024-01-08,42
2024-01-09,48
2024-01-10,77
2024-01-11,80
2024-01-12,48
2024-01-13,34
2024-01-14,25
2024-01-15,28
2024-01-16,27
2024-01-17,27
2024-01-18,27
2024-01-19,26
2024-01-20,21
2024-01-21,18
2024-01-22,26
2024-01-23,28
2024-01-24,25
2024-01-25,21
2024-01-26,23
2024-01-27,17
2024-01-28,16
2024-01-29,21
2024-01-30,22
2024-01-31,20
2024-02-01,18
2024-02-02,18
2024-02-03,16
2024-02-04,16
2024-02-05,17
2024-02-06,17
2024-02-07,18
2024-02-08,23
2024-02-09,26
2024-02-10,23
2024-02-11,23
2024-02-12,32
2024-02-13,34
2024-02-14,37
2024-02-15,38
2024-02-16,31
2024-02-17,25
2024-02-18,24
2024-02-19,27
2024-02-20,28
2024-02-21,26
2024-02-22,25
2024-02-23,23
2024-02-24,20
2024-02-25,22
2024-02-26,31
2024-02-27,51
2024-02-28,84
2024-02-29,72
2024-03-01,50
2024-03-02,42
2024-03-03,39
2024-03-04,80
2024-03-05,100
2024-03-06,64
2024-03-07,53
2024-03-08,56
2024-03-09,44
2024-03-10,45
2024-03-11,73
2024-03-12,64
2024-03-13,61
2024-03-14,53
2024-03-15,55
2024-03-16,40
2024-03-17,39
2024-03-18,43
2024-03-19,49
2024-03-20,50
2024-03-21,39
2024-03-22,36
2024-03-23,29
2024-03-24,30
2024-03-25,41
2024-03-26,39
2024-03-27,37
2024-03-28,38
2024-03-29,34
2024-03-30,29
2024-03-31,30
2024-04-01,37
2024-04-02,39
2024-04-03,34
2024-04-04,32
2024-04-05,30
2024-04-06,23
2024-04-07,28
2024-04-08,35
2024-04-09,34
2024-04-10,33
2024-04-11,32
2024-04-12,33
2024-04-13,39
2024-04-14,44
2024-04-15,42
2024-04-16,37
2024-04-17,39
2024-04-18,41
2024-04-19,58
2024-04-20,54
2024-04-21,34
2024-04-22,37
2024-04-23,31
2024-04-24,29
2024-04-25,28
2024-04-26,24
2024-04-27,21
2024-04-28,21
2024-04-29,25
2024-04-30,32
2024-05-01,36
2024-05-02,30
2024-05-03,28
2024-05-04,23
2024-05-05,22
2024-05-06,26
2024-05-07,25
2024-05-08,22
2024-05-09,23
2024-05-10,23
2024-05-11,19
2024-05-12,18
2024-05-13,24
2024-05-14,23
2024-05-15,27
2024-05-16,27
2024-05-17,24
2024-05-18,19
2024-05-19,19
2024-05-20,28
2024-05-21,35
2024-05-22,29
2024-05-23,27
2024-05-24,25
2024-05-25,18
2024-05-26,18
2024-05-27,22
2024-05-28,23
2024-05-29,22
2024-05-30,23
2024-05-31,20
2024-06-01,17
2024-06-02,15
2024-06-03,24
2024-06-04,25
2024-06-05,30
2024-06-06,27
2024-06-07,25
2024-06-08,19
2024-06-09,18
2024-06-10,23
2024-06-11,26
2024-06-12,25
2024-06-13,22
2024-06-14,22
2024-06-15,16
2024-06-16,16
2024-06-17,21
2024-06-18,23
2024-06-19,21
2024-06-20,22
2024-06-21,21
2024-06-22,15
2024-06-23,15
2024-06-24,29
2024-06-25,24
2024-06-26,21
2024-06-27,20
2024-06-28,20
2024-06-29,14
2024-06-30,15
2024-07-01,16
2024-07-02,15
2024-07-03,18
2024-07-04,21
2024-07-05,29
2024-07-06,19
2024-07-07,17
2024-07-08,22
2024-07-09,19
2024-07-10,18
2024-07-11,19
2024-07-12,16
2024-07-13,13
2024-07-14,17
2024-07-15,24
2024-07-16,22
2024-07-17,22
2024-07-18,19
2024-07-19,21
2024-07-20,17
2024-07-21,19
2024-07-22,22
2024-07-23,20
2024-07-24,19
2024-07-25,21
2024-07-26,22
2024-07-27,30
2024-07-28,25
2024-07-29,26
2024-07-30,21
2024-07-31,19
2024-08-01,20
2024-08-02,20
2024-08-03,18
2024-08-04,20
2024-08-05,65
2024-08-06,33
2024-08-07,25
2024-08-08,24
2024-08-09,22
2024-08-10,16
2024-08-11,17
2024-08-12,20
2024-08-13,19
2024-08-14,20
2024-08-15,20
2024-08-16,18
2024-08-17,13
2024-08-18,14
2024-08-19,17
2024-08-20,19
2024-08-21,17
2024-08-22,17
2024-08-23,19
2024-08-24,17
2024-08-25,16
2024-08-26,17
2024-08-27,18
2024-08-28,18
2024-08-29,16
2024-08-30,15
2024-08-31,12
2024-09-01,12
2024-09-02,15
2024-09-03,17
2024-09-04,17
2024-09-05,16
2024-09-06,18
2024-09-07,13
2024-09-08,13
2024-09-09,17
2024-09-10,15
2024-09-11,16
2024-09-12,15
2024-09-13,16
2024-09-14,13
2024-09-15,12
2024-09-16,14
2024-09-17,17
2024-09-18,18
2024-09-19,21
2024-09-20,19
2024-09-21,13
2024-09-22,14
2024-09-23,16
2024-09-24,15
2024-09-25,16
2024-09-26,17
2024-09-27,18
2024-09-28,14
2024-09-29,13
2024-09-30,16
2024-10-01,16
2024-10-02,15
2024-10-03,16
2024-10-04,15
2024-10-05,12
2024-10-06,12
2024-10-07,16
2024-10-08,14
2024-10-09,16
2024-10-10,15
2024-10-11,15
2024-10-12,11
2024-10-13,10
2024-10-14,16
2024-10-15,16
2024-10-16,17
2024-10-17,14
2024-10-18,17
2024-10-19,12
2024-10-20,13
2024-10-21,16
2024-10-22,15
2024-10-23,15
2024-10-24,17
2024-10-25,16
2024-10-26,12
2024-10-27,13
2024-10-28,18
2024-10-29,32
2024-10-30,23
2024-10-31,20
2024-11-01,19
2024-11-02,13
2024-11-03,13
2024-11-04,16
2024-11-05,18
2024-11-06,57
2024-11-07,40
2024-11-08,34
2024-11-09,26
2024-11-10,47
2024-11-11,83
2024-11-12,82
2024-11-13,86
2024-11-14,66
2024-11-15,49
2024-11-16,36
2024-11-17,32
2024-11-18,41
2024-11-19,44
2024-11-20,48
2024-11-21,79
2024-11-22,76
2024-11-23,54
2024-11-24,44
2024-11-25,51
2024-11-26,48
2024-11-27,47
2024-11-28,34
2024-11-29,39
2024-11-30,30
2024-12-01,30
2024-12-02,41
2024-12-03,34
2024-12-04,38
2024-12-05,100
2024-12-06,62
2024-12-07,42
2024-12-08,36
2024-12-09,41
2024-12-10,45
2024-12-11,43
2024-12-12,39
2024-12-13,33
2024-12-14,29
2024-12-15,33
2024-12-16,51
2024-12-17,46
2024-12-18,46
2024-12-19,47
2024-12-20,47
2024-12-21,31
2024-12-22,28
2024-12-23,35
2024-12-24,34
2024-12-25,31
2024-12-26,34
2024-12-27,32
2024-12-28,25
2024-12-29,25
2024-12-30,34
2024-12-31,29
2025-01-01,46
2025-01-02,56
2025-01-03,52
2025-01-04,45
2025-01-05,43
2025-01-06,57
2025-01-07,60
2025-01-08,54
2025-01-09,56
2025-01-10,55
2025-01-11,40
2025-01-12,40
2025-01-13,57
2025-01-14,51
2025-01-15,55
2025-01-16,60
2025-01-17,69
2025-01-18,57
2025-01-19,62
2025-01-20,100
2025-01-21,89
2025-01-22,71
2025-01-23,79
2025-01-24,71
2025-01-25,51
2025-01-26,49
2025-01-27,70
2025-01-28,61
2025-01-29,52
2025-01-30,53
2025-01-31,54
2025-02-01,43
2025-02-02,60
2025-02-03,92
2025-02-04,63
2025-02-05,54
2025-02-06,50
2025-02-07,49
2025-02-08,39
2025-02-09,39
2025-02-10,41
2025-02-11,41
2025-02-12,43
2025-02-13,39
2025-02-14,44
2025-02-15,34
2025-02-16,34
2025-02-17,38
2025-02-18,45
2025-02-19,40
2025-02-20,40
2025-02-21,45
2025-02-22,35
2025-02-23,33
2025-02-24,44
2025-02-25,82
2025-02-26,67
2025-02-27,68
2025-02-28,86
2025-03-01,50
2025-03-02,73
2025-03-03,92
2025-03-04,82
2025-03-05,63
2025-03-06,59
2025-03-07,84
2025-03-08,52
2025-03-09,51
2025-03-10,86
2025-03-11,81
2025-03-12,61
2025-03-13,56
2025-03-14,51
2025-03-15,41
2025-03-16,47
2025-03-17,47
2025-03-18,44
2025-03-19,46
2025-03-20,43
2025-03-21,36
2025-03-22,30
2025-03-23,33
2025-03-24,44
2025-03-25,43
2025-03-26,43
2025-03-27,36
2025-03-28,39
2025-03-29,31
2025-03-30,34
2025-03-31,45
2025-04-01,36
2025-04-02,40
2025-04-03,57
2025-04-04,58
2025-04-05,40
2025-04-06,53
2025-04-07,82
2025-04-08,61
2025-04-09,70
2025-04-10,53
2025-04-11,44
2025-04-12,39
2025-04-13,38
2025-04-14,41
2025-04-15,39
2025-04-16,37
2025-04-17,35
2025-04-18,32
2025-04-19,27
2025-04-20,30
2025-04-21,50
2025-04-22,52
2025-04-23,51
2025-04-24,42
2025-04-25,42
2025-04-26,33
2025-04-27,34
2025-04-28,42
2025-04-29,41
Giorno,Bitcoin: (Stati Uniti)
